idade;classe_trabalho;escolaridade;anos_estudo;estado_civil;raca;sexo;UF;região;qtde_filhos;salario
63;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Pardo;Feminino;ES;Sudeste;0;1100
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RJ;Sudeste;3;1100
60;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;1;3306
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PR;Sul;2;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SC;Sul;5;2220
27;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Negro;Feminino;RS;Sul;5;3318
55;Autônomo;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;MS;Centro-Oeste;2;1100
32;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;MT;Centro-Oeste;4;3302
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;GO;Centro-Oeste;0;2403
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;DF;Centro-Oeste;1;1100
18;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;RO;Norte;1;1100
24;Empresário;Ensino Médio Completo;10;Casado;Branco;Feminino;AC;Norte;3;14462
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;AM;Norte;3;3952
73;Aposentado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;RR;Norte;5;2699
39;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;2;1100
33;MEI;Mestrado;14;Casado;Branco;Masculino;AP;Norte;4;4158
57;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;TO;Norte;0;1100
22;Funcionário Setor Privado;Ensino Fundamental Completo;6;Separado;Branco;Feminino;MA;Nordeste;5;1100
33;;Ensino Médio Incompleto;9;Separado;Branco;Feminino;PI;Nordeste;0;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;4;1100
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;1;1100
43;Funcionário Setor Privado;Ensino Médio Completo;13;Separado;Branco;Masculino;PB;Nordeste;0;3443
57;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;PE;Nordeste;0;2329
42;Funcionário Setor Privado;Mestrado;14;Divorciado;Branco;Masculino;AL;Nordeste;2;6850
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;SE;Nordeste;3;3995
21;;Ensino Médio Completo;10;Solteiro;Branco;Feminino;BA;Nordeste;1;3578
42;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;MG;Sudeste;2;2633
39;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;ES;Sudeste;1;3376
41;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;RJ;Sudeste;4;2407
20;Empresário;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;SP;Sudeste;2;10812
47;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;PR;Sul;5;3250
44;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;SC;Sul;5;2623
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;Feminino;RS;Sul;3;3914
52;Funcionário Setor Privado;Ensino Médio Completo;10;União Estável;Branco;Feminino;MS;Centro-Oeste;4;2775
71;Aposentado;Ensino Médio Completo;10;Viúvo;Branco;Masculino;MT;Centro-Oeste;4;1676
52;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;GO;Centro-Oeste;4;1100
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;DF;Centro-Oeste;0;1100
53;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;RO;Norte;4;2144
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;AC;Norte;2;1100
26;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;AM;Norte;5;1100
34;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;5;2436
35;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PA;Norte;3;2242
20;Funcionário Setor Privado;Ensino Fundamental Completo;5;Solteiro;Branco;Feminino;AP;Norte;0;1100
34;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;TO;Norte;3;8471
56;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;MA;Nordeste;3;3091
39;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Feminino;PI;Nordeste;0;3543
24;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;CE;Nordeste;0;3392
24;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Branco;Feminino;RN;Nordeste;1;1100
23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PB;Nordeste;3;3853
27;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PE;Nordeste;0;2991
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;AL;Nordeste;3;1100
29;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SE;Nordeste;4;3791
42;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;BA;Nordeste;1;2355
51;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MG;Sudeste;2;1100
31;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;ES;Sudeste;2;3805
59;Funcionário Setor Privado;Ensino Fundamental Incompleto;2;Casado;Branco;Masculino;RJ;Sudeste;2;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;SP;Sudeste;2;1100
18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PR;Sul;1;1100
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;SC;Sul;4;1100
38;Servidor Público;Ensino Médio Completo;10;Separado;Branco;Masculino;RS;Sul;5;3988
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;MS;Centro-Oeste;4;1100
34;Autônomo;Ensino Médio Incompleto;9;Separado;Branco;Masculino;MT;Centro-Oeste;4;1100
42;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;GO;Centro-Oeste;1;3955
45;Autônomo;Ensino Médio Incompleto;8;Divorciado;Negro;Masculino;DF;Centro-Oeste;4;1100
21;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Masculino;RO;Norte;0;3578
64;MEI;Doutorado;16;Casado;Branco;Masculino;AC;Norte;4;4100
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;AM;Norte;0;1100
45;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;RR;Norte;2;3811
53;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Casado;Pardo;Masculino;PA;Norte;4;1100
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AP;Norte;2;1100
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;TO;Norte;4;1100
49;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MA;Nordeste;4;1100
62;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Casado;Branco;Masculino;PI;Nordeste;5;1100
28;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;CE;Nordeste;1;2710
29;;Doutorado;16;Casado;Branco;Masculino;RN;Nordeste;5;2
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PB;Nordeste;4;1100
37;MEI;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;PE;Nordeste;3;4621
38;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Pardo;Masculino;AL;Nordeste;3;2792
44;Empresário;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;SE;Nordeste;2;17274
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;BA;Nordeste;0;1100
22;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MG;Sudeste;2;3746
24;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;ES;Sudeste;4;2286
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RJ;Sudeste;3;1100
56;Funcionário Setor Privado;Ensino Médio Completo;13;Viúvo;Branco;Feminino;SP;Sudeste;4;2115
37;Funcionário Setor Privado;Ensino Fundamental Completo;6;Divorciado;Branco;Feminino;PR;Sul;5;1100
43;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;SC;Sul;3;3074
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;1;1100
34;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;Feminino;MS;Centro-Oeste;2;2143
44;Funcionário Setor Privado;Ensino Fundamental Completo;5;Divorciado;Branco;Feminino;MT;Centro-Oeste;3;1100
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;GO;Centro-Oeste;0;1100
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;DF;Centro-Oeste;0;1100
38;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;2;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AC;Norte;2;2318
20;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;AM;Norte;1;1100
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RR;Norte;3;1100
40;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;PA;Norte;1;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AP;Norte;3;1100
79;Aposentado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;TO;Norte;1;5807
44;Funcionário Setor Privado;Ensino Fundamental Completo;6;Divorciado;Amarelo;Feminino;MA;Nordeste;1;1100
51;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Feminino;PI;Nordeste;2;10921
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;3;1100
52;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;RN;Nordeste;1;3239
41;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PB;Nordeste;1;3059
33;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Casado;Pardo;Masculino;PE;Nordeste;3;1100
50;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Masculino;AL;Nordeste;5;2664
51;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;SE;Nordeste;4;3362
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;BA;Nordeste;4;1100
35;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Feminino;MG;Sudeste;3;3366
34;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;ES;Sudeste;0;2478
28;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;RJ;Sudeste;4;3705
31;MEI;Ensino Médio Completo;11;Divorciado;Branco;Masculino;SP;Sudeste;2;4464
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PR;Sul;2;1100
67;Aposentado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;SC;Sul;1;3149
65;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;5;1100
39;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;2;1100
23;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MT;Centro-Oeste;4;2017
29;Autônomo;Ensino Médio Completo;12;Casado;Branco;Masculino;GO;Centro-Oeste;0;3025
57;Autônomo;Ensino Fundamental Completo;6;Divorciado;Branco;Masculino;DF;Centro-Oeste;4;1100
47;Funcionário Setor Privado;Ensino Médio Completo;10;Viúvo;Branco;Feminino;RO;Norte;5;2264
51;Empresário;Ensino Médio Incompleto;9;Casado;Negro;Masculino;AC;Norte;0;1270
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;AM;Norte;0;1100
52;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RR;Norte;0;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;3;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AP;Norte;4;1100
25;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;TO;Norte;5;16966
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MA;Nordeste;0;3035
38;Funcionário Setor Privado;Ensino Médio Completo;13;União Estável;Branco;Feminino;PI;Nordeste;2;2200
55;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;1;1100
61;MEI;Ensino Médio Completo;13;Separado;Branco;Feminino;RN;Nordeste;1;4543
34;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Pardo;Feminino;PB;Nordeste;5;3462
41;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PE;Nordeste;2;3730
27;Empresário;Ensino Médio Completo;11;Solteiro;Branco;Masculino;AL;Nordeste;1;5468
78;Aposentado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SE;Nordeste;1;2639
40;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;BA;Nordeste;5;1100
26;Autônomo;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;MG;Sudeste;2;1100
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Pardo;Masculino;ES;Sudeste;5;1100
55;;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;RJ;Sudeste;3;1100
25;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;SP;Sudeste;4;2967
26;Autônomo;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PR;Sul;4;2429
43;MEI;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SC;Sul;4;6167
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;3;3901
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;MS;Centro-Oeste;4;2176
52;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MT;Centro-Oeste;2;1100
61;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;GO;Centro-Oeste;1;1100
42;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;DF;Centro-Oeste;4;2095
21;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Feminino;RO;Norte;0;2736
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Indígena;Masculino;AC;Norte;5;1100
65;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;0;1100
56;;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RR;Norte;5;1100
33;Funcionário Público;Ensino Médio Completo;12;Divorciado;Branco;Masculino;PA;Norte;4;5439
22;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;Feminino;AP;Norte;3;1100
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;TO;Norte;3;1100
45;MEI;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;MA;Nordeste;2;4163
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;PI;Nordeste;5;1100
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;União Estável;Amarelo;Masculino;CE;Nordeste;4;1100
56;Funcionário Setor Privado;Ensino Fundamental Completo;5;Divorciado;Branco;Masculino;RN;Nordeste;5;1100
35;;Ensino Fundamental Completo;6;Divorciado;Branco;Feminino;PB;Nordeste;1;1100
40;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Negro;Feminino;PE;Nordeste;0;2873
31;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AL;Nordeste;1;3110
26;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;SE;Nordeste;5;3766
26;Servidor Público;Ensino Médio Completo;13;Solteiro;Branco;Masculino;BA;Nordeste;4;5770
42;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;MG;Sudeste;1;6238
45;Autônomo;Ensino Médio Incompleto;9;Casado;Pardo;Masculino;ES;Sudeste;0;1100
47;Empresário;Ensino Médio Completo;10;Casado;Negro;Masculino;RJ;Sudeste;0;18644
22;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;4;2387
33;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PR;Sul;0;3248
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;SC;Sul;4;1100
48;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;4;1100
57;Autônomo;Ensino Fundamental Completo;6;Casado;Branco;Masculino;MS;Centro-Oeste;2;1100
47;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;MT;Centro-Oeste;0;2875
58;Empresário;Ensino Fundamental Completo;5;Casado;Branco;Masculino;GO;Centro-Oeste;4;8688
55;Funcionário Setor Privado;Ensino Médio Incompleto;7;Viúvo;Branco;Feminino;DF;Centro-Oeste;4;1100
52;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;4;2253
29;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AC;Norte;3;2491
42;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Feminino;AM;Norte;0;10833
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RR;Norte;5;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;8;Solteiro;Branco;Feminino;PA;Norte;0;1100
46;Autônomo;Ensino Médio Completo;11;Casado;Branco;Masculino;AP;Norte;5;3222
30;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;TO;Norte;5;3129
43;Autônomo;Ensino Médio Completo;13;Casado;Branco;Feminino;MA;Nordeste;4;2702
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PI;Nordeste;0;3469
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;CE;Nordeste;1;1100
56;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Negro;Masculino;RN;Nordeste;5;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PB;Nordeste;0;1100
19;Servidor Público;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PE;Nordeste;2;3848
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AL;Nordeste;2;2189
34;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;4;2254
34;Funcionário Setor Privado;Ensino Fundamental Completo;5;Divorciado;Branco;Feminino;BA;Nordeste;5;1100
55;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MG;Sudeste;5;1100
55;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Branco;Feminino;ES;Sudeste;1;1100
31;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RJ;Sudeste;3;2506
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;SP;Sudeste;5;1100
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;PR;Sul;1;1100
51;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Masculino;SC;Sul;2;1100
59;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;4;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Negro;Feminino;MS;Centro-Oeste;4;1100
40;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Branco;Masculino;MT;Centro-Oeste;1;1100
54;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;GO;Centro-Oeste;3;1100
25;Empresário;Ensino Médio Completo;13;Casado;Branco;Masculino;DF;Centro-Oeste;2;8677
18;MEI;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;RO;Norte;0;4659
41;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;AC;Norte;1;2205
57;Funcionário Setor Privado;Ensino Fundamental Completo;6;Viúvo;Branco;Feminino;AM;Norte;1;1100
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RR;Norte;3;1100
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PA;Norte;4;1100
39;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;AP;Norte;3;1100
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;TO;Norte;1;1100
41;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;MA;Nordeste;4;3009
54;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PI;Nordeste;1;1100
39;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;CE;Nordeste;0;10352
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;5;1100
26;Funcionário Setor Privado;Mestrado;15;Solteiro;Branco;Feminino;PB;Nordeste;4;9540
57;MEI;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;4;3896
33;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;AL;Nordeste;3;14706
56;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;2;2548
60;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;BA;Nordeste;2;1100
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MG;Sudeste;5;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;Masculino;ES;Sudeste;3;1100
48;Funcionário Público;Mestrado;14;União Estável;Branco;Feminino;RJ;Sudeste;5;8036
45;Empresário;Mestrado;14;Casado;Branco;Masculino;SP;Sudeste;0;2363
18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Feminino;PR;Sul;1;1100
56;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;SC;Sul;2;1100
48;MEI;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;3;4073
40;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Pardo;Feminino;MS;Centro-Oeste;5;3160
38;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;MT;Centro-Oeste;2;1100
58;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;GO;Centro-Oeste;3;2766
23;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;DF;Centro-Oeste;2;2675
63;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;2;3533
51;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Masculino;AC;Norte;2;3826
22;;Ensino Fundamental Incompleto;3;Casado;Amarelo;Feminino;AM;Norte;2;1100
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RR;Norte;3;1100
46;Funcionário Público;Ensino Médio Completo;10;Divorciado;Branco;Masculino;PA;Norte;5;4827
64;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;AP;Norte;2;4256
32;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Negro;Masculino;TO;Norte;1;3913
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MA;Nordeste;5;2232
36;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;PI;Nordeste;0;2076
21;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;CE;Nordeste;0;1100
30;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RN;Nordeste;0;3262
31;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Negro;Feminino;PB;Nordeste;0;2540
54;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;1;1100
59;Empresário;Ensino Fundamental Completo;5;Casado;Branco;Masculino;AL;Nordeste;3;18096
28;Empresário;Mestrado;14;Casado;Branco;Feminino;SE;Nordeste;1;15872
57;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;BA;Nordeste;0;1100
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MG;Sudeste;3;1100
53;MEI;Ensino Médio Completo;10;Divorciado;Branco;Masculino;ES;Sudeste;1;4513
58;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;RJ;Sudeste;0;3231
19;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SP;Sudeste;0;3406
39;MEI;Ensino Médio Completo;12;Casado;Branco;Masculino;PR;Sul;2;1814
31;MEI;Ensino Médio Completo;10;Casado;Pardo;Feminino;SC;Sul;2;6402
27;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RS;Sul;0;1100
46;Empresário;Ensino Fundamental Completo;5;Separado;Negro;Feminino;MS;Centro-Oeste;1;4964
37;Autônomo;Mestrado;14;Solteiro;Branco;Masculino;MT;Centro-Oeste;2;10082
27;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;Feminino;GO;Centro-Oeste;2;2558
33;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;DF;Centro-Oeste;1;3877
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RO;Norte;1;3690
55;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;AC;Norte;1;1100
39;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;AM;Norte;4;2898
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;RR;Norte;4;1100
30;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;PA;Norte;4;2248
39;MEI;Ensino Médio Completo;13;União Estável;Branco;Masculino;AP;Norte;1;1545
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Feminino;TO;Norte;3;1100
